策略,杠杆,保证金比例,止盈R,最长持仓小时,交易,胜率,收益,最大回撤,盈亏比,平均盈利U,平均亏损U,最大连亏,强平,测试段交易,测试段收益,测试段回撤,测试段平均盈利U
趋势突破_50x_12%_2.5R_不限时,50,0.1200,2.5,,48,18.75,-79.77,86.67,0.57,117.44,-47.56,10,38,18,5.52,73.08,599.52
趋势回踩_50x_10%_0.8R_12H,50,0.1000,0.8,12.0,192,44.27,-86.92,89.55,0.71,25.20,-28.14,9,36,73,-60.83,66.92,37.74
动量突破_50x_15%_2.5R_12H,50,0.1500,2.5,12.0,138,34.06,-99.09,99.32,0.60,31.03,-26.92,11,34,47,-93.58,95.91,52.27
动量突破_50x_15%_2R_12H,50,0.1500,2.0,12.0,139,34.53,-99.12,99.35,0.60,30.43,-26.95,11,34,47,-93.58,95.91,52.27
动量突破_50x_15%_3R_12H,50,0.1500,3.0,12.0,137,33.58,-99.12,99.34,0.59,30.51,-26.32,11,34,47,-93.58,95.91,52.27
趋势突破_50x_15%_1.2R_24H,50,0.1500,1.2,24.0,76,35.53,-96.44,97.24,0.63,59.56,-52.50,7,35,25,-78.40,85.20,147.71
趋势突破_75x_20%_0.8R_12H,75,0.2000,0.8,12.0,90,37.78,-97.98,98.17,0.61,45.54,-45.15,8,35,29,-73.34,89.25,269.83
动量突破_50x_10%_1.2R_12H,50,0.1000,1.2,12.0,149,34.23,-94.36,95.17,0.59,26.42,-23.37,11,35,49,-76.55,87.34,74.41
趋势回踩_50x_5%_1R_24H,50,0.0500,1.0,24.0,143,39.86,-63.68,65.40,0.66,22.01,-21.99,10,39,56,-21.42,35.84,41.00
动量突破_50x_20%_2R_12H,50,0.2000,2.0,12.0,139,34.53,-99.88,99.92,0.59,30.21,-26.91,11,34,47,-97.85,98.77,62.71
动量突破_50x_20%_2.5R_12H,50,0.2000,2.5,12.0,138,34.06,-99.88,99.91,0.59,30.08,-26.51,11,34,47,-97.85,98.77,62.71
趋势回踩_50x_5%_2.5R_24H,50,0.0500,2.5,24.0,139,39.57,-27.46,43.10,0.89,41.71,-30.58,10,41,53,-5.81,32.09,52.62
动量突破_50x_20%_3R_12H,50,0.2000,3.0,12.0,137,33.58,-99.88,99.92,0.58,29.40,-25.84,11,34,47,-97.85,98.77,62.71
趋势回踩_75x_8%_2.5R_4H,75,0.0800,2.5,4.0,286,40.21,-90.59,91.45,0.58,10.98,-12.69,14,37,110,-33.61,60.45,40.10
趋势回踩_50x_5%_2R_24H,50,0.0500,2.0,24.0,139,39.57,-34.95,40.40,0.85,37.05,-28.42,10,41,53,-3.59,32.09,55.88
趋势回踩_75x_8%_3R_4H,75,0.0800,3.0,4.0,286,40.21,-90.77,91.61,0.58,10.93,-12.66,14,37,110,-34.89,60.45,39.21
动量突破_50x_25%_2R_12H,50,0.2500,2.0,12.0,139,34.53,-99.99,99.99,0.58,29.31,-26.45,11,34,47,-99.34,99.66,72.51
动量突破_50x_25%_2.5R_12H,50,0.2500,2.5,12.0,138,34.06,-99.99,99.99,0.57,28.48,-25.70,11,34,47,-99.34,99.66,72.51
动量突破_50x_25%_3R_12H,50,0.2500,3.0,12.0,137,33.58,-99.99,99.99,0.56,27.79,-25.04,11,34,47,-99.34,99.66,72.51
趋势回踩_50x_5%_2.5R_不限时,50,0.0500,2.5,,70,27.14,-4.74,43.52,0.98,115.46,-43.95,8,43,25,40.84,27.24,191.40
趋势回踩_75x_10%_0.8R_4H,75,0.1000,0.8,4.0,288,40.28,-96.18,96.71,0.60,12.61,-14.09,14,36,110,-56.99,69.22,36.64
趋势回踩_75x_8%_2R_4H,75,0.0800,2.0,4.0,286,40.21,-91.06,91.87,0.58,10.73,-12.54,14,37,110,-36.41,60.45,38.14
趋势回踩_50x_12%_3R_不限时,50,0.1200,3.0,,59,22.03,-83.32,90.55,0.58,87.79,-42.92,11,38,22,-8.54,76.40,357.08
趋势突破_50x_10%_3R_不限时,50,0.1000,3.0,,44,13.64,-87.76,92.89,0.38,90.11,-37.32,11,38,14,-11.26,66.09,323.23
趋势突破_75x_10%_1.5R_24H,75,0.1000,1.5,24.0,73,34.25,-85.66,86.93,0.61,54.06,-46.00,7,37,24,-47.62,70.67,175.73
趋势回踩_75x_8%_1.5R_4H,75,0.0800,1.5,4.0,286,40.21,-91.94,92.55,0.56,10.05,-12.14,14,37,110,-40.25,60.45,35.89
趋势回踩_75x_8%_1.2R_4H,75,0.0800,1.2,4.0,286,40.21,-92.27,92.89,0.55,9.65,-11.89,14,37,110,-39.85,60.45,36.41
趋势回踩_50x_5%_1.2R_24H,50,0.0500,1.2,24.0,139,40.29,-58.04,60.31,0.69,22.73,-22.33,10,40,53,-10.59,31.88,44.93
动量突破_50x_12%_1.2R_12H,50,0.1200,1.2,12.0,149,34.23,-97.15,97.64,0.58,26.78,-23.85,11,35,49,-83.31,91.87,87.03
趋势回踩_50x_12%_0.8R_12H,50,0.1200,0.8,12.0,192,44.27,-92.12,93.93,0.71,26.72,-29.84,9,36,73,-69.03,74.63,41.16
趋势回踩_50x_5%_3R_24H,50,0.0500,3.0,24.0,139,39.57,-33.86,46.70,0.86,38.02,-28.93,10,41,53,-9.88,33.09,48.28
趋势突破_50x_20%_1.2R_24H,50,0.2000,1.2,24.0,76,35.53,-99.20,99.42,0.64,64.73,-55.92,7,35,25,-88.89,92.86,185.61
趋势回踩_50x_8%_2R_12H,50,0.0800,2.0,12.0,186,40.86,-76.83,82.66,0.68,21.27,-21.68,9,38,72,-35.47,55.31,41.82
趋势回踩_75x_8%_1R_4H,75,0.0800,1.0,4.0,286,40.21,-92.99,93.37,0.53,9.25,-11.66,14,37,110,-43.66,60.81,34.23
趋势突破_50x_15%_2.5R_不限时,50,0.1500,2.5,,48,18.75,-89.88,93.75,0.49,96.75,-45.37,10,38,18,-7.48,81.16,733.31
趋势突破_75x_25%_0.8R_12H,75,0.2500,0.8,12.0,90,37.78,-99.59,99.61,0.58,39.90,-42.01,8,35,29,-85.32,94.55,320.04
趋势回踩_75x_12%_0.8R_4H,75,0.1200,0.8,4.0,288,40.28,-98.23,98.51,0.61,13.20,-14.61,14,36,110,-65.67,76.54,40.95
动量突破_50x_8%_1.5R_12H,50,0.0800,1.5,12.0,145,33.10,-91.95,92.94,0.55,23.71,-21.21,11,36,48,-73.83,80.47,40.21
趋势突破_50x_25%_1.2R_24H,50,0.2500,1.2,24.0,76,35.53,-99.85,99.90,0.65,68.84,-58.31,7,35,25,-94.73,96.74,217.23
趋势回踩_75x_10%_2.5R_4H,75,0.1000,2.5,4.0,286,40.21,-95.32,95.78,0.57,10.97,-12.96,14,37,110,-43.35,69.07,47.80
趋势突破_50x_12%_3R_不限时,50,0.1200,3.0,,44,13.64,-92.94,96.23,0.34,81.28,-37.29,11,38,14,-18.11,73.08,363.32
动量突破_50x_15%_1.2R_12H,50,0.1500,1.2,12.0,149,34.23,-99.05,99.25,0.58,26.53,-23.91,11,35,49,-90.29,95.91,105.57
趋势回踩_75x_10%_3R_4H,75,0.1000,3.0,4.0,286,40.21,-95.43,95.88,0.57,10.93,-12.93,14,37,110,-44.65,69.07,46.64
趋势突破_50x_8%_0.8R_24H,50,0.0800,0.8,24.0,84,41.67,-76.09,80.97,0.66,42.46,-45.86,7,38,27,-48.31,62.29,81.15
趋势回踩_75x_10%_2R_4H,75,0.1000,2.0,4.0,286,40.21,-95.60,96.03,0.56,10.73,-12.81,14,37,110,-46.19,69.07,45.26
趋势回踩_50x_8%_2.5R_12H,50,0.0800,2.5,12.0,185,40.54,-81.04,83.64,0.65,20.09,-21.07,9,38,71,-44.70,55.84,38.90
趋势突破_75x_12%_1.5R_24H,75,0.1200,1.5,24.0,73,34.25,-91.34,92.14,0.60,55.86,-48.12,7,37,24,-56.45,77.59,210.52
趋势回踩_50x_5%_1.5R_24H,50,0.0500,1.5,24.0,139,40.29,-50.10,54.95,0.75,27.36,-24.50,10,41,53,-8.13,33.40,47.34
趋势回踩_75x_10%_1.5R_4H,75,0.1000,1.5,4.0,286,40.21,-96.12,96.43,0.55,10.02,-12.36,14,37,110,-50.09,69.07,42.40
趋势回踩_75x_10%_1.2R_4H,75,0.1000,1.2,4.0,286,40.21,-96.31,96.63,0.53,9.59,-12.08,14,37,110,-49.70,69.07,43.12
趋势回踩_50x_8%_1.5R_12H,50,0.0800,1.5,12.0,186,40.86,-81.92,85.32,0.63,18.33,-20.11,9,38,72,-44.43,58.23,36.27
趋势回踩_50x_8%_2.5R_不限时,50,0.0800,2.5,,70,27.14,-25.86,60.84,0.92,147.24,-59.93,8,43,25,55.21,41.24,317.37
趋势回踩_50x_15%_3R_不限时,50,0.1500,3.0,,59,22.03,-92.04,95.88,0.50,71.58,-40.24,11,38,22,-21.99,84.06,421.03
趋势回踩_50x_8%_3R_12H,50,0.0800,3.0,12.0,185,40.54,-82.98,85.31,0.62,18.07,-19.87,9,38,71,-45.79,56.70,37.97
动量突破_50x_20%_1.2R_12H,50,0.2000,1.2,12.0,149,34.23,-99.87,99.91,0.57,25.53,-23.48,11,35,49,-96.38,98.77,136.05
趋势回踩_50x_15%_0.8R_12H,50,0.1500,0.8,12.0,192,44.27,-96.55,97.47,0.71,28.07,-31.32,9,36,73,-78.88,83.43,44.42
趋势突破_75x_5%_1.2R_24H,75,0.0500,1.2,24.0,76,32.89,-61.37,62.53,0.62,39.53,-31.41,7,40,25,-26.41,44.53,85.69
趋势回踩_50x_8%_1R_12H,50,0.0800,1.0,12.0,188,42.55,-82.27,83.99,0.67,20.42,-22.74,9,38,72,-50.25,57.57,34.58
趋势突破_50x_5%_2R_不限时,50,0.0500,2.0,,52,19.23,-52.99,55.48,0.63,91.24,-34.34,10,41,20,-10.03,41.63,190.79
趋势回踩_75x_10%_1R_4H,75,0.1000,1.0,4.0,286,40.21,-96.73,96.95,0.52,9.20,-11.84,14,37,110,-53.55,69.87,40.36
动量突破_50x_25%_1.2R_12H,50,0.2500,1.2,12.0,149,34.23,-99.99,99.99,0.56,24.72,-23.07,11,35,49,-98.79,99.66,166.04
趋势回踩_75x_15%_0.8R_4H,75,0.1500,0.8,4.0,288,40.28,-99.48,99.58,0.62,14.01,-15.23,14,36,110,-76.40,84.74,45.97
趋势突破_75x_8%_1R_24H,75,0.0800,1.0,24.0,78,37.18,-60.05,67.15,0.75,61.93,-48.91,7,40,26,-22.63,58.49,187.10
动量突破_50x_10%_1.5R_12H,50,0.1000,1.5,12.0,145,33.10,-96.07,96.65,0.55,24.94,-22.25,11,36,48,-81.93,87.34,46.85
趋势回踩_50x_8%_1.2R_12H,50,0.0800,1.2,12.0,186,40.86,-83.99,86.20,0.62,17.72,-19.88,9,38,72,-49.73,59.93,33.13
趋势回踩_75x_12%_2.5R_4H,75,0.1200,2.5,4.0,286,40.21,-97.77,97.99,0.56,10.85,-13.02,14,37,110,-52.71,75.95,54.48
趋势回踩_50x_10%_2R_12H,50,0.1000,2.0,12.0,186,40.86,-85.51,89.72,0.66,21.47,-22.61,9,38,72,-45.02,64.49,46.97
趋势回踩_75x_12%_3R_4H,75,0.1200,3.0,4.0,286,40.21,-97.83,98.05,0.56,10.82,-13.00,14,37,110,-53.95,75.95,53.07
趋势回踩_75x_12%_2R_4H,75,0.1200,2.0,4.0,286,40.21,-97.93,98.13,0.56,10.62,-12.87,14,37,110,-55.42,75.95,51.39
趋势突破_50x_15%_3R_不限时,50,0.1500,3.0,,44,13.64,-97.12,98.63,0.30,67.90,-36.28,11,38,14,-29.50,81.16,412.54
趋势回踩_50x_8%_2.5R_24H,50,0.0800,2.5,24.0,139,39.57,-49.81,62.13,0.86,53.46,-40.93,10,41,53,-15.00,46.99,83.34
趋势回踩_75x_12%_1.2R_4H,75,0.1200,1.2,4.0,286,40.21,-98.31,98.45,0.52,9.44,-12.10,14,37,110,-58.80,75.95,48.90
趋势回踩_75x_12%_1.5R_4H,75,0.1200,1.5,4.0,286,40.21,-98.21,98.35,0.54,9.89,-12.40,14,37,110,-59.16,76.04,47.96
趋势回踩_50x_8%_2R_24H,50,0.0800,2.0,24.0,139,39.57,-57.36,60.37,0.81,45.67,-36.73,10,41,53,-11.91,47.09,90.55
趋势回踩_50x_8%_1R_24H,50,0.0800,1.0,24.0,143,39.86,-82.44,83.73,0.63,24.96,-26.13,10,39,56,-35.65,52.52,61.46
动量突破_50x_12%_1.5R_12H,50,0.1200,1.5,12.0,145,33.10,-98.15,98.47,0.55,25.45,-22.71,11,36,48,-87.70,91.87,52.95
趋势突破_75x_15%_1.5R_24H,75,0.1500,1.5,24.0,73,34.25,-96.20,96.54,0.59,56.52,-49.48,7,37,24,-67.93,85.28,261.43
趋势突破_50x_10%_0.8R_24H,50,0.1000,0.8,24.0,84,41.67,-84.52,88.26,0.67,48.16,-51.65,7,38,27,-57.59,70.98,99.84
趋势回踩_75x_12%_1R_4H,75,0.1200,1.0,4.0,286,40.21,-98.53,98.65,0.51,9.07,-11.87,14,37,110,-62.45,77.11,45.60
趋势回踩_50x_10%_2.5R_不限时,50,0.1000,2.5,,70,27.14,-42.28,69.64,0.87,153.17,-65.35,8,43,25,59.24,49.51,399.05
趋势回踩_50x_20%_0.8R_12H,50,0.2000,0.8,12.0,192,44.27,-99.27,99.50,0.71,28.83,-32.18,9,36,73,-89.77,92.49,46.09
趋势突破_50x_20%_2.5R_不限时,50,0.2000,2.5,,48,18.75,-97.44,98.54,0.38,65.32,-40.06,10,38,18,-32.65,89.92,940.41
趋势回踩_50x_10%_2.5R_12H,50,0.1000,2.5,12.0,185,40.54,-88.68,90.42,0.63,20.32,-21.92,9,38,71,-54.57,65.01,43.72
趋势回踩_75x_20%_0.8R_4H,75,0.2000,0.8,4.0,288,40.28,-99.95,99.96,0.64,15.18,-16.05,14,36,110,-88.56,93.02,51.30
趋势回踩_50x_10%_1.5R_12H,50,0.1000,1.5,12.0,186,40.86,-89.28,91.61,0.61,18.38,-20.82,9,38,72,-54.15,67.29,40.53
趋势回踩_50x_10%_3R_12H,50,0.1000,3.0,12.0,185,40.54,-90.08,91.61,0.60,18.09,-20.52,9,38,71,-55.64,65.83,42.62
趋势回踩_50x_8%_1.2R_24H,50,0.0800,1.2,24.0,139,40.29,-78.01,79.51,0.64,24.83,-26.15,10,40,53,-20.77,46.86,70.36
趋势回踩_75x_15%_2.5R_4H,75,0.1500,2.5,4.0,286,40.21,-99.33,99.39,0.55,10.64,-12.96,14,37,110,-65.39,83.87,62.69
动量突破_50x_15%_1.5R_12H,50,0.1500,1.5,12.0,145,33.10,-99.44,99.56,0.55,25.46,-22.85,11,36,48,-93.27,95.91,61.50
趋势回踩_50x_10%_1R_12H,50,0.1000,1.0,12.0,188,42.55,-89.49,90.74,0.66,21.43,-24.16,9,38,72,-59.96,67.07,39.05
趋势回踩_75x_15%_3R_4H,75,0.1500,3.0,4.0,286,40.21,-99.35,99.41,0.55,10.62,-12.95,14,37,110,-66.45,83.87,60.94
趋势回踩_50x_8%_3R_24H,50,0.0800,3.0,24.0,139,39.57,-56.37,65.68,0.82,47.38,-37.73,10,41,53,-20.47,48.44,74.78
趋势回踩_75x_15%_2R_4H,75,0.1500,2.0,4.0,286,40.21,-99.38,99.44,0.55,10.42,-12.82,14,37,110,-67.71,83.87,58.88
趋势回踩_50x_12%_2R_12H,50,0.1200,2.0,12.0,186,40.86,-91.30,94.12,0.64,20.92,-22.75,9,38,72,-54.09,72.11,50.37
趋势回踩_50x_25%_0.8R_12H,50,0.2500,0.8,12.0,192,44.27,-99.88,99.92,0.71,28.52,-31.99,9,36,73,-95.57,96.94,44.68
趋势回踩_50x_10%_1.2R_12H,50,0.1000,1.2,12.0,186,40.86,-90.76,92.21,0.60,17.88,-20.61,9,38,72,-59.44,68.91,36.99
趋势回踩_75x_25%_0.8R_4H,75,0.2500,0.8,4.0,288,40.28,-100.00,100.00,0.65,16.06,-16.64,14,36,110,-95.13,97.07,53.88
趋势回踩_75x_15%_1.2R_4H,75,0.1500,1.2,4.0,286,40.21,-99.52,99.56,0.52,9.21,-12.01,14,37,110,-70.63,84.19,56.03
趋势回踩_75x_15%_1.5R_4H,75,0.1500,1.5,4.0,286,40.21,-99.48,99.53,0.53,9.67,-12.32,14,37,110,-70.91,84.34,54.73
动量突破_50x_20%_1.5R_12H,50,0.2000,1.5,12.0,145,33.10,-99.94,99.95,0.54,24.73,-22.54,11,36,48,-97.72,98.77,74.87
趋势突破_75x_10%_1R_24H,75,0.1000,1.0,24.0,78,37.18,-71.93,76.37,0.72,65.01,-53.16,7,40,26,-31.61,67.28,238.87
动量突破_50x_25%_1.5R_12H,50,0.2500,1.5,12.0,145,33.10,-99.99,100.00,0.53,23.95,-22.16,11,36,48,-99.30,99.66,87.45
趋势回踩_75x_15%_1R_4H,75,0.1500,1.0,4.0,286,40.21,-99.59,99.63,0.51,8.87,-11.79,14,37,110,-73.72,85.19,51.98
趋势突破_50x_12%_0.8R_24H,50,0.1200,0.8,24.0,84,41.67,-90.28,92.95,0.67,52.67,-56.04,7,38,27,-65.65,77.85,117.84
趋势回踩_50x_20%_3R_不限时,50,0.2000,3.0,,59,22.03,-98.17,99.15,0.38,46.84,-34.58,11,38,22,-46.01,91.98,508.26
动量突破_50x_5%_0.8R_12H,50,0.0500,0.8,12.0,160,36.88,-77.98,79.22,0.56,16.64,-17.44,11,39,54,-56.15,63.89,29.40
趋势回踩_50x_12%_2.5R_不限时,50,0.1200,2.5,,70,27.14,-57.81,76.65,0.83,149.94,-67.20,8,43,25,58.74,56.92,475.56
趋势回踩_50x_12%_2.5R_12H,50,0.1200,2.5,12.0,185,40.54,-93.51,94.58,0.61,19.86,-22.04,9,38,71,-63.40,72.60,47.01
趋势突破_75x_20%_1.5R_24H,75,0.2000,1.5,24.0,73,34.25,-99.20,99.27,0.58,55.37,-49.50,7,37,24,-82.13,93.01,341.68
趋势回踩_50x_10%_1R_24H,50,0.1000,1.0,24.0,143,39.86,-89.72,90.65,0.61,24.90,-26.93,10,39,56,-44.95,61.73,73.06
趋势突破_50x_20%_3R_不限时,50,0.2000,3.0,,44,13.64,-99.46,99.78,0.23,49.70,-34.02,11,38,14,-48.93,89.92,475.59
趋势回踩_50x_12%_1.5R_12H,50,0.1200,1.5,12.0,186,40.86,-93.89,95.35,0.59,17.86,-20.87,9,38,72,-62.86,74.66,43.37
趋势回踩_50x_10%_2.5R_24H,50,0.1000,2.5,24.0,139,39.57,-63.39,71.93,0.83,55.94,-44.17,10,41,53,-22.72,55.36,102.40
趋势回踩_50x_12%_3R_12H,50,0.1200,3.0,12.0,185,40.54,-94.44,95.36,0.58,17.56,-20.56,9,38,71,-64.40,73.34,45.79
趋势回踩_50x_10%_2R_24H,50,0.1000,2.0,24.0,139,39.57,-69.88,72.06,0.79,46.69,-38.89,10,41,53,-19.28,55.66,112.97
动量突破_100x_5%_1.2R_4H,100,0.0500,1.2,4.0,166,38.55,-59.28,66.00,0.78,33.12,-26.59,11,40,56,-57.59,62.85,30.99
趋势回踩_50x_8%_1.5R_24H,50,0.0800,1.5,24.0,139,40.29,-71.40,75.21,0.71,31.14,-29.61,10,41,53,-17.74,48.81,73.91
趋势回踩_50x_12%_1R_12H,50,0.1200,1.0,12.0,188,42.55,-94.00,94.84,0.65,21.78,-24.84,9,38,72,-68.33,74.84,42.25
趋势回踩_75x_20%_2.5R_4H,75,0.2000,2.5,4.0,286,40.21,-99.93,99.94,0.54,10.29,-12.76,14,37,110,-81.59,92.51,72.19
趋势回踩_50x_10%_1.2R_24H,50,0.1000,1.2,24.0,139,40.29,-86.43,87.40,0.61,23.86,-26.51,10,40,53,-28.53,55.33,86.01
趋势回踩_50x_12%_1.2R_12H,50,0.1200,1.2,12.0,186,40.86,-94.86,95.75,0.58,17.51,-20.72,9,38,72,-67.85,76.13,39.61
趋势回踩_75x_20%_3R_4H,75,0.2000,3.0,4.0,286,40.21,-99.93,99.94,0.54,10.29,-12.76,14,37,110,-82.26,92.51,70.04
趋势回踩_75x_20%_2R_4H,75,0.2000,2.0,4.0,286,40.21,-99.93,99.94,0.54,10.08,-12.63,14,37,110,-83.07,92.51,67.49
动量突破_100x_5%_2R_4H,100,0.0500,2.0,4.0,161,39.13,-63.09,69.70,0.76,31.05,-26.40,11,40,56,-57.59,62.85,30.99
趋势回踩_75x_20%_1.2R_4H,75,0.2000,1.2,4.0,286,40.21,-99.95,99.96,0.50,8.84,-11.79,14,37,110,-84.96,92.69,64.46
趋势突破_50x_25%_2.5R_不限时,50,0.2500,2.5,,48,18.75,-99.50,99.73,0.28,43.73,-35.60,10,38,18,-56.21,94.82,1136.96
趋势回踩_75x_20%_1.5R_4H,75,0.2000,1.5,4.0,286,40.21,-99.95,99.95,0.52,9.31,-12.11,14,37,110,-85.12,92.78,62.54
趋势回踩_50x_15%_2R_12H,50,0.1500,2.0,12.0,186,40.86,-96.26,97.61,0.61,19.42,-22.17,9,38,72,-66.27,81.02,52.77
趋势突破_75x_25%_1.5R_24H,75,0.2500,1.5,24.0,73,34.25,-99.87,99.88,0.57,53.69,-48.77,7,37,24,-90.92,96.88,414.57
动量突破_100x_5%_2.5R_4H,100,0.0500,2.5,4.0,160,38.75,-64.66,70.84,0.74,29.61,-25.33,11,40,56,-57.59,62.85,30.99
趋势突破_75x_8%_1.2R_24H,75,0.0800,1.2,24.0,76,32.89,-80.77,81.60,0.60,48.99,-39.85,7,40,25,-42.30,61.93,136.77
动量突破_100x_5%_3R_4H,100,0.0500,3.0,4.0,159,38.99,-64.96,71.09,0.73,29.01,-25.24,11,40,56,-57.59,62.85,30.99
趋势回踩_75x_20%_1R_4H,75,0.2000,1.0,4.0,286,40.21,-99.96,99.97,0.49,8.52,-11.57,14,37,110,-86.92,93.28,59.44
动量突破_100x_5%_1.5R_4H,100,0.0500,1.5,4.0,162,38.89,-65.34,71.40,0.74,28.89,-24.98,11,40,56,-57.59,62.85,30.99
趋势突破_50x_15%_0.8R_24H,50,0.1500,0.8,24.0,84,41.67,-95.44,96.90,0.68,57.89,-60.83,7,38,27,-75.57,85.45,143.50
趋势回踩_50x_10%_3R_24H,50,0.1000,3.0,24.0,139,39.57,-69.09,75.06,0.80,48.81,-40.18,10,41,53,-28.66,57.03,90.66
趋势突破_50x_8%_2R_不限时,50,0.0800,2.0,,52,19.23,-74.38,76.33,0.58,103.48,-42.35,10,41,20,-21.80,58.87,298.77
趋势突破_75x_12%_1R_24H,75,0.1200,1.0,24.0,78,37.18,-81.15,83.34,0.70,64.85,-54.94,7,40,26,-40.78,74.41,291.14
趋势回踩_75x_25%_2.5R_4H,75,0.2500,2.5,4.0,286,40.21,-99.99,99.99,0.53,9.84,-12.47,14,37,110,-91.50,96.81,77.53
趋势回踩_50x_12%_1R_24H,50,0.1200,1.0,24.0,143,39.86,-94.22,94.84,0.59,23.97,-26.85,10,39,56,-53.78,69.53,83.00
趋势回踩_75x_25%_3R_4H,75,0.2500,3.0,4.0,286,40.21,-99.99,100.00,0.53,9.84,-12.47,14,37,110,-91.85,96.81,75.15
趋势回踩_75x_25%_2R_4H,75,0.2500,2.0,4.0,286,40.21,-99.99,100.00,0.53,9.64,-12.33,14,37,110,-92.28,96.81,72.34
趋势回踩_50x_15%_2.5R_12H,50,0.1500,2.5,12.0,185,40.54,-97.39,97.84,0.59,18.54,-21.49,9,38,71,-74.48,81.43,49.61
趋势回踩_50x_15%_1.5R_12H,50,0.1500,1.5,12.0,186,40.86,-97.55,98.20,0.56,16.57,-20.32,9,38,72,-73.85,83.09,45.54
趋势回踩_75x_25%_1.5R_4H,75,0.2500,1.5,4.0,286,40.21,-100.00,100.00,0.50,8.87,-11.81,14,37,110,-93.36,96.95,66.98
趋势回踩_75x_25%_1.2R_4H,75,0.2500,1.2,4.0,286,40.21,-100.00,100.00,0.49,8.40,-11.50,14,37,110,-93.28,96.90,69.56
趋势突破_50x_25%_3R_不限时,50,0.2500,3.0,,44,13.64,-99.92,99.97,0.18,36.83,-32.11,11,38,14,-66.05,94.82,528.88
趋势回踩_50x_15%_3R_12H,50,0.1500,3.0,12.0,185,40.54,-97.83,98.21,0.56,16.30,-20.01,9,38,71,-75.30,82.03,48.30
趋势回踩_75x_25%_1R_4H,75,0.2500,1.0,4.0,286,40.21,-100.00,100.00,0.48,8.09,-11.29,14,37,110,-94.30,97.20,63.80
动量突破_50x_5%_1R_12H,50,0.0500,1.0,12.0,155,35.48,-75.88,77.27,0.60,20.30,-18.75,11,40,51,-53.62,64.01,37.95
趋势回踩_50x_25%_3R_不限时,50,0.2500,3.0,,59,22.03,-99.68,99.86,0.28,29.83,-30.10,11,38,22,-66.95,96.15,582.16
趋势回踩_50x_15%_1R_12H,50,0.1500,1.0,12.0,188,42.55,-97.59,98.00,0.64,21.57,-25.01,9,38,72,-78.45,83.71,45.14
趋势回踩_50x_15%_1.2R_12H,50,0.1500,1.2,12.0,186,40.86,-98.02,98.38,0.56,16.46,-20.28,9,38,72,-78.05,84.27,41.77
趋势回踩_50x_12%_2.5R_24H,50,0.1200,2.5,24.0,139,39.57,-74.71,79.66,0.80,55.03,-44.92,10,41,53,-31.21,62.62,119.90
趋势回踩_50x_12%_1.2R_24H,50,0.1200,1.2,24.0,139,40.29,-91.98,92.61,0.57,21.93,-25.88,10,40,53,-36.68,63.10,100.37
趋势回踩_50x_15%_2.5R_不限时,50,0.1500,2.5,,70,27.14,-76.46,87.65,0.77,134.60,-65.14,8,43,25,50.18,66.51,576.06
趋势回踩_50x_10%_1.5R_24H,50,0.1000,1.5,24.0,139,40.29,-81.37,84.16,0.68,30.53,-30.40,10,41,53,-25.42,57.41,90.10
趋势回踩_50x_12%_2R_24H,50,0.1200,2.0,24.0,139,39.57,-79.81,81.40,0.76,44.96,-38.94,10,41,53,-27.61,63.53,134.30
趋势突破_50x_20%_0.8R_24H,50,0.2000,0.8,24.0,84,41.67,-98.90,99.32,0.70,64.45,-66.22,7,38,27,-87.04,93.09,182.44
趋势回踩_50x_20%_2R_12H,50,0.2000,2.0,12.0,186,40.86,-99.26,99.56,0.56,16.48,-20.41,9,38,72,-81.80,90.61,51.89
趋势突破_75x_10%_1.2R_24H,75,0.1000,1.2,24.0,76,32.89,-88.51,89.08,0.59,51.76,-42.73,7,40,25,-52.00,70.67,169.92
趋势回踩_50x_12%_3R_24H,50,0.1200,3.0,24.0,139,39.57,-79.23,82.30,0.77,47.37,-40.45,10,41,53,-37.29,64.44,104.84
趋势回踩_50x_15%_1R_24H,50,0.1500,1.0,24.0,143,39.86,-97.75,98.04,0.56,21.84,-25.84,10,39,56,-65.67,78.85,94.91
趋势回踩_50x_20%_2.5R_12H,50,0.2000,2.5,12.0,185,40.54,-99.53,99.64,0.54,15.84,-19.85,9,38,71,-87.33,91.50,49.74
趋势突破_50x_10%_2R_不限时,50,0.1000,2.0,,52,19.23,-83.87,85.30,0.55,102.54,-44.38,10,41,20,-30.71,67.80,366.88
趋势回踩_50x_20%_1.5R_12H,50,0.2000,1.5,12.0,186,40.86,-99.57,99.69,0.52,14.15,-18.83,9,38,72,-86.77,91.87,45.51
趋势突破_50x_25%_0.8R_24H,50,0.2500,0.8,24.0,84,41.67,-99.79,99.88,0.71,70.03,-70.39,7,38,27,-93.70,96.91,216.11
趋势回踩_50x_20%_3R_12H,50,0.2000,3.0,12.0,185,40.54,-99.63,99.71,0.51,13.99,-18.60,9,38,71,-87.84,91.84,48.49
趋势回踩_50x_20%_1R_12H,50,0.2000,1.0,12.0,188,42.55,-99.57,99.66,0.62,20.34,-24.28,9,38,72,-89.65,92.75,46.33
动量突破_50x_8%_0.8R_12H,50,0.0800,0.8,12.0,160,36.88,-92.02,92.72,0.55,19.08,-20.26,11,39,54,-74.49,81.09,41.08
