策略,杠杆,保证金比例,止盈R,最长持仓小时,交易,胜率,收益,最大回撤,盈亏比,平均盈利U,平均亏损U,最大连亏,强平,测试段交易,测试段收益,测试段回撤,测试段平均盈利U
趋势回踩_20x_12%_2.5R_4H,20,0.1200,2.5,4.0,278,39.93,-55.16,58.04,0.62,8.25,-8.79,14,0,104,2.95,20.74,18.42
动量突破_10x_8%_1.2R_不限时,10,0.0800,1.2,,118,43.22,-31.45,35.90,0.75,18.61,-18.86,10,0,39,-22.77,35.90,27.19
摸底摸顶_15x_20%_2.5R_不限时,15,0.2000,2.5,,26,19.23,-41.46,41.81,0.39,53.64,-32.52,8,0,13,-24.07,24.52,79.20
摸底摸顶_20x_15%_2.5R_不限时,20,0.1500,2.5,,26,19.23,-41.46,41.81,0.39,53.64,-32.52,8,0,13,-24.07,24.52,79.20
摸底摸顶_30x_10%_2.5R_不限时,30,0.1000,2.5,,26,19.23,-41.46,41.81,0.39,53.64,-32.52,8,0,13,-24.07,24.52,79.20
动量突破_15x_12%_1.5R_4H,15,0.1200,1.5,4.0,161,40.99,-28.08,35.62,0.74,12.27,-11.48,11,0,55,-27.11,31.69,13.10
摸底摸顶_15x_25%_3R_24H,15,0.2500,3.0,24.0,27,25.93,-36.58,37.70,0.49,50.36,-35.92,10,0,13,-24.89,32.94,74.14
趋势回踩_15x_12%_2.5R_12H,15,0.1200,2.5,12.0,180,43.33,-39.18,44.39,0.76,15.84,-15.95,9,0,67,-16.82,26.76,20.76
趋势回踩_10x_10%_2R_8H,10,0.1000,2.0,8.0,214,39.72,-39.18,40.05,0.58,6.44,-7.28,12,0,79,-21.04,22.37,7.84
趋势回踩_20x_5%_2R_8H,20,0.0500,2.0,8.0,214,39.72,-39.18,40.05,0.58,6.44,-7.28,12,0,79,-21.04,22.37,7.84
动量突破_10x_10%_1.5R_12H,10,0.1000,1.5,12.0,143,34.27,-36.50,38.68,0.59,10.69,-9.46,10,0,47,-20.85,28.16,13.17
动量突破_20x_5%_1.5R_12H,20,0.0500,1.5,12.0,143,34.27,-36.50,38.68,0.59,10.69,-9.46,10,0,47,-20.85,28.16,13.17
趋势突破_15x_10%_2.5R_不限时,15,0.1000,2.5,,37,29.73,-4.68,37.94,0.96,116.35,-51.03,7,1,15,-8.16,37.94,138.85
摸底摸顶_50x_5%_2R_4H,50,0.0500,2.0,4.0,29,31.03,-12.65,14.77,0.62,22.81,-16.59,6,2,13,-4.25,9.05,15.42
摸底摸顶_20x_20%_1.5R_24H,20,0.2000,1.5,24.0,27,29.63,-34.54,35.81,0.56,55.79,-41.67,10,0,13,-27.34,35.81,78.00
摸底摸顶_30x_12%_0.8R_24H,30,0.1200,0.8,24.0,27,37.04,-34.38,34.38,0.45,28.17,-36.79,8,0,13,-26.67,30.92,27.79
趋势突破_20x_10%_1R_4H,20,0.1000,1.0,4.0,95,41.05,-10.49,25.13,0.88,20.12,-15.88,10,1,32,-20.65,25.13,19.73
趋势突破_15x_5%_0.8R_8H,15,0.0500,0.8,8.0,93,35.48,-25.98,25.98,0.43,6.02,-7.64,11,1,31,-12.24,15.26,7.64
摸底摸顶_50x_5%_3R_4H,50,0.0500,3.0,4.0,29,31.03,-12.91,14.77,0.61,22.48,-16.57,6,2,13,-4.25,9.05,15.42
趋势突破_10x_12%_1.2R_24H,10,0.1200,1.2,24.0,74,40.54,-36.91,39.29,0.60,18.51,-21.01,7,0,25,-20.90,29.83,24.35
动量突破_20x_5%_1R_4H,20,0.0500,1.0,4.0,169,40.24,-17.72,22.06,0.75,7.62,-6.88,11,1,55,-18.40,21.33,7.57
趋势突破_15x_25%_1.5R_4H,15,0.2500,1.5,4.0,92,40.22,-26.45,38.78,0.82,33.41,-27.28,10,0,32,-28.13,35.30,37.33
趋势回踩_10x_15%_0.8R_24H,10,0.1500,0.8,24.0,144,46.53,-39.41,41.37,0.73,15.53,-18.63,9,0,53,-18.29,28.97,19.81
趋势回踩_15x_10%_0.8R_24H,15,0.1000,0.8,24.0,144,46.53,-39.41,41.37,0.73,15.53,-18.63,9,0,53,-18.29,28.97,19.81
趋势回踩_10x_20%_1R_4H,10,0.2000,1.0,4.0,278,39.93,-53.57,55.35,0.58,6.57,-7.58,14,0,104,-3.18,17.57,13.56
趋势回踩_20x_10%_1R_4H,20,0.1000,1.0,4.0,278,39.93,-53.57,55.35,0.58,6.57,-7.58,14,0,104,-3.18,17.57,13.56
摸底摸顶_30x_20%_0.8R_8H,30,0.2000,0.8,8.0,28,53.57,-38.07,38.07,0.50,25.65,-58.88,3,0,13,-22.55,29.75,32.16
趋势回踩_20x_12%_3R_4H,20,0.1200,3.0,4.0,278,39.93,-55.56,58.41,0.62,8.19,-8.77,14,0,104,2.05,20.74,18.13
趋势回踩_15x_8%_2R_不限时,15,0.0800,2.0,,68,32.35,-26.82,34.95,0.77,40.91,-25.40,7,1,25,-5.64,25.88,51.89
动量突破_10x_20%_1.2R_4H,10,0.2000,1.2,4.0,165,40.61,-25.80,34.62,0.80,15.26,-13.07,11,0,55,-29.72,34.58,14.35
趋势突破_15x_10%_1.5R_不限时,15,0.1000,1.5,,53,41.51,-10.10,37.60,0.94,68.13,-51.61,7,1,18,-12.33,37.60,93.36
趋势突破_10x_15%_1R_24H,10,0.1500,1.0,24.0,75,45.33,-35.24,37.42,0.69,23.11,-27.76,7,0,26,-20.96,36.71,36.83
趋势回踩_20x_12%_1.5R_24H,20,0.1200,1.5,24.0,135,41.48,-44.98,50.95,0.78,28.75,-26.07,10,0,50,-5.32,36.21,48.81
趋势突破_15x_8%_1R_不限时,15,0.0800,1.0,,64,48.44,-9.59,23.62,0.92,35.89,-36.62,4,2,22,5.71,23.62,55.65
趋势突破_20x_8%_1.2R_12H,20,0.0800,1.2,12.0,83,38.55,-26.52,29.73,0.70,19.16,-17.22,8,1,27,-8.66,22.22,22.52
摸底摸顶_50x_5%_1.5R_4H,50,0.0500,1.5,4.0,29,31.03,-13.71,15.23,0.59,21.56,-16.56,6,2,13,-4.34,9.05,15.18
动量突破_20x_5%_2R_4H,20,0.0500,2.0,4.0,160,41.25,-17.64,23.29,0.73,7.14,-6.89,11,1,55,-18.40,21.33,7.57
摸底摸顶_30x_12%_3R_不限时,30,0.1200,3.0,,26,19.23,-43.19,44.16,0.46,74.27,-38.25,8,0,13,-25.49,26.76,110.36
趋势突破_15x_25%_1.2R_4H,15,0.2500,1.2,4.0,93,39.78,-27.89,38.78,0.81,32.57,-26.50,10,0,32,-28.13,35.30,37.33
动量突破_20x_5%_2.5R_4H,20,0.0500,2.5,4.0,159,40.88,-18.39,22.91,0.71,7.04,-6.82,11,1,55,-18.40,21.33,7.57
摸底摸顶_30x_15%_1.5R_不限时,30,0.1500,1.5,,26,26.92,-40.72,40.72,0.55,70.76,-47.50,6,0,13,-24.73,34.46,102.15
趋势突破_15x_12%_1.5R_8H,15,0.1200,1.5,8.0,89,37.08,-42.85,42.85,0.49,12.37,-14.94,11,0,30,-16.51,26.45,20.41
动量突破_20x_5%_3R_4H,20,0.0500,3.0,4.0,158,41.14,-18.57,23.08,0.71,6.93,-6.84,11,1,55,-18.40,21.33,7.57
趋势回踩_10x_20%_0.8R_4H,10,0.2000,0.8,4.0,280,40.00,-52.04,54.06,0.60,7.11,-7.84,14,0,104,-6.92,17.57,12.39
趋势回踩_20x_10%_0.8R_4H,20,0.1000,0.8,4.0,280,40.00,-52.04,54.06,0.60,7.11,-7.84,14,0,104,-6.92,17.57,12.39
趋势回踩_10x_25%_2.5R_4H,10,0.2500,2.5,4.0,278,39.93,-56.74,59.62,0.62,8.41,-8.99,14,0,104,2.96,21.51,19.21
趋势回踩_10x_10%_2.5R_8H,10,0.1000,2.5,8.0,214,39.72,-39.60,40.46,0.58,6.44,-7.31,12,0,79,-22.11,23.42,7.48
趋势回踩_20x_5%_2.5R_8H,20,0.0500,2.5,8.0,214,39.72,-39.60,40.46,0.58,6.44,-7.31,12,0,79,-22.11,23.42,7.48
趋势突破_10x_25%_1.5R_12H,10,0.2500,1.5,12.0,78,41.03,-40.24,44.18,0.66,24.49,-25.79,8,0,26,-16.17,32.73,31.37
动量突破_15x_15%_0.8R_4H,15,0.1500,0.8,4.0,171,40.94,-32.85,36.96,0.76,14.82,-13.52,11,0,56,-26.41,31.43,17.31
趋势突破_10x_20%_1.5R_不限时,10,0.2000,1.5,,53,41.51,-20.46,49.42,0.91,89.37,-70.02,7,0,18,-21.37,49.42,123.56
动量突破_20x_5%_1.5R_4H,20,0.0500,1.5,4.0,161,40.99,-18.74,23.67,0.71,6.89,-6.76,11,1,55,-18.40,21.33,7.57
摸底摸顶_30x_12%_2R_不限时,30,0.1200,2.0,,26,23.08,-38.01,38.01,0.53,71.57,-40.48,6,0,13,-31.53,31.53,71.66
趋势回踩_20x_12%_2R_4H,20,0.1200,2.0,4.0,278,39.93,-56.18,58.99,0.61,8.07,-8.73,14,0,104,0.97,20.74,17.77
趋势回踩_20x_8%_1.2R_12H,20,0.0800,1.2,12.0,181,43.65,-39.95,44.51,0.72,13.15,-14.10,9,0,68,-18.42,27.15,16.31
趋势回踩_15x_12%_2.5R_不限时,15,0.1200,2.5,,60,30.00,-25.13,45.59,0.85,79.34,-39.99,7,1,20,0.52,35.33,105.33
趋势突破_15x_12%_1.2R_8H,15,0.1200,1.2,8.0,89,37.08,-43.48,43.48,0.48,11.94,-14.80,11,0,30,-16.51,26.45,20.41
趋势突破_10x_25%_1.2R_不限时,10,0.2500,1.2,,59,44.07,-37.64,49.11,0.84,77.04,-72.11,3,0,19,-12.99,49.11,135.28
趋势突破_10x_25%_2R_12H,10,0.2500,2.0,12.0,77,40.26,-40.89,44.67,0.65,24.70,-25.54,8,0,26,-16.17,32.73,31.37
趋势回踩_10x_20%_1.2R_24H,10,0.2000,1.2,24.0,136,41.18,-47.50,50.59,0.72,21.87,-21.25,10,0,51,-8.10,30.84,38.80
趋势回踩_20x_10%_1.2R_24H,20,0.1000,1.2,24.0,136,41.18,-47.50,50.59,0.72,21.87,-21.25,10,0,51,-8.10,30.84,38.80
摸底摸顶_15x_25%_0.8R_24H,15,0.2500,0.8,24.0,27,37.04,-35.60,35.60,0.45,29.15,-38.09,8,0,13,-27.65,32.01,28.86
趋势突破_15x_25%_2R_4H,15,0.2500,2.0,4.0,91,39.56,-30.07,38.78,0.79,31.43,-26.04,10,0,32,-28.13,35.30,37.33
趋势突破_15x_25%_2.5R_4H,15,0.2500,2.5,4.0,91,39.56,-30.07,38.78,0.79,31.43,-26.04,10,0,32,-28.13,35.30,37.33
趋势突破_15x_25%_3R_4H,15,0.2500,3.0,4.0,91,39.56,-30.07,38.78,0.79,31.43,-26.04,10,0,32,-28.13,35.30,37.33
趋势突破_10x_15%_0.8R_8H,10,0.1500,0.8,8.0,93,35.48,-42.74,42.74,0.45,10.63,-12.97,11,0,31,-19.07,24.40,15.30
趋势回踩_15x_15%_1.5R_4H,15,0.1500,1.5,4.0,278,39.93,-55.64,58.04,0.60,7.44,-8.28,14,0,104,-1.50,19.56,15.88
趋势回踩_10x_25%_3R_4H,10,0.2500,3.0,4.0,278,39.93,-57.14,59.99,0.62,8.35,-8.97,14,0,104,2.02,21.51,18.89
趋势回踩_10x_10%_3R_8H,10,0.1000,3.0,8.0,214,39.72,-40.55,41.40,0.56,6.19,-7.22,12,0,79,-22.11,23.42,7.48
趋势回踩_20x_5%_3R_8H,20,0.0500,3.0,8.0,214,39.72,-40.55,41.40,0.56,6.19,-7.22,12,0,79,-22.11,23.42,7.48
趋势回踩_10x_12%_0.8R_不限时,10,0.1200,0.8,,105,50.48,-39.75,42.90,0.68,16.16,-24.11,6,0,38,-21.92,26.06,19.79
动量突破_10x_10%_1.2R_12H,10,0.1000,1.2,12.0,147,34.69,-36.94,39.09,0.61,11.41,-9.91,11,0,48,-21.58,32.50,17.60
趋势突破_15x_12%_2R_8H,15,0.1200,2.0,8.0,88,36.36,-44.12,44.12,0.46,11.87,-14.66,11,0,30,-16.51,26.45,20.41
趋势突破_15x_12%_2.5R_8H,15,0.1200,2.5,8.0,88,36.36,-44.12,44.12,0.46,11.87,-14.66,11,0,30,-16.51,26.45,20.41
趋势突破_15x_12%_3R_8H,15,0.1200,3.0,8.0,88,36.36,-44.12,44.12,0.46,11.87,-14.66,11,0,30,-16.51,26.45,20.41
动量突破_10x_10%_3R_8H,10,0.1000,3.0,8.0,151,37.75,-40.27,40.96,0.50,6.97,-8.51,10,0,52,-21.17,26.15,9.64
动量突破_20x_5%_3R_8H,20,0.0500,3.0,8.0,151,37.75,-40.27,40.96,0.50,6.97,-8.51,10,0,52,-21.17,26.15,9.64
趋势回踩_20x_8%_1R_24H,20,0.0800,1.0,24.0,139,41.01,-45.54,47.22,0.69,17.64,-17.82,10,0,53,-14.63,27.11,26.65
趋势回踩_10x_20%_2R_不限时,10,0.2000,2.0,,68,32.35,-43.38,53.05,0.75,57.91,-37.13,7,0,25,-10.66,39.37,82.55
趋势突破_10x_25%_2.5R_12H,10,0.2500,2.5,12.0,77,40.26,-41.58,45.31,0.64,24.09,-25.28,8,0,26,-16.17,32.73,31.37
趋势突破_10x_25%_3R_12H,10,0.2500,3.0,12.0,77,40.26,-41.58,45.31,0.64,24.09,-25.28,8,0,26,-16.17,32.73,31.37
趋势回踩_15x_15%_1.2R_4H,15,0.1500,1.2,4.0,278,39.93,-56.34,58.80,0.59,7.26,-8.20,14,0,104,-1.19,19.56,16.02
摸底摸顶_30x_25%_1.5R_8H,30,0.2500,1.5,8.0,28,50.00,-35.60,39.77,0.67,51.26,-76.69,4,0,13,-24.87,39.77,72.53
趋势回踩_10x_10%_1.2R_8H,10,0.1000,1.2,8.0,215,40.00,-40.90,41.74,0.56,6.14,-7.26,12,0,79,-22.22,23.53,7.45
趋势回踩_20x_5%_1.2R_8H,20,0.0500,1.2,8.0,215,40.00,-40.90,41.74,0.56,6.14,-7.26,12,0,79,-22.22,23.53,7.45
趋势回踩_10x_10%_1.5R_8H,10,0.1000,1.5,8.0,214,39.72,-40.88,41.72,0.56,6.12,-7.20,12,0,79,-22.25,23.56,7.42
趋势回踩_20x_5%_1.5R_8H,20,0.0500,1.5,8.0,214,39.72,-40.88,41.72,0.56,6.12,-7.20,12,0,79,-22.25,23.56,7.42
摸底摸顶_30x_25%_1R_8H,30,0.2500,1.0,8.0,28,53.57,-38.82,38.82,0.60,38.08,-73.81,3,0,13,-24.33,34.89,48.19
趋势回踩_15x_12%_1.5R_12H,15,0.1200,1.5,12.0,181,43.65,-40.72,47.21,0.74,14.88,-15.52,9,0,68,-16.87,28.71,19.64
动量突破_10x_10%_2.5R_8H,10,0.1000,2.5,8.0,152,37.50,-40.60,41.29,0.49,6.93,-8.43,10,0,52,-21.17,26.15,9.64
动量突破_20x_5%_2.5R_8H,20,0.0500,2.5,8.0,152,37.50,-40.60,41.29,0.49,6.93,-8.43,10,0,52,-21.17,26.15,9.64
动量突破_10x_20%_1R_4H,10,0.2000,1.0,4.0,169,40.24,-29.29,36.00,0.78,14.94,-12.96,11,0,55,-29.72,34.58,14.35
摸底摸顶_20x_20%_0.8R_不限时,20,0.2000,0.8,,27,40.74,-36.50,36.50,0.50,32.53,-45.17,4,0,13,-28.03,32.63,37.23
摸底摸顶_20x_20%_3R_24H,20,0.2000,3.0,24.0,27,25.93,-38.64,39.79,0.49,53.06,-37.89,10,0,13,-26.41,34.75,78.54
摸底摸顶_20x_25%_1.2R_不限时,20,0.2500,1.2,,26,34.62,-39.42,39.42,0.57,57.88,-53.83,4,0,13,-26.94,35.40,72.63
动量突破_10x_10%_2R_8H,10,0.1000,2.0,8.0,153,37.91,-40.82,41.50,0.49,6.77,-8.43,10,0,52,-21.17,26.15,9.64
动量突破_20x_5%_2R_8H,20,0.0500,2.0,8.0,153,37.91,-40.82,41.50,0.49,6.77,-8.43,10,0,52,-21.17,26.15,9.64
趋势回踩_15x_5%_0.8R_不限时,15,0.0500,0.8,,105,50.48,-26.79,29.25,0.68,10.88,-16.24,6,1,38,-14.33,17.22,12.86
趋势回踩_10x_10%_1R_8H,10,0.1000,1.0,8.0,216,40.28,-41.08,41.92,0.56,6.02,-7.25,12,0,79,-22.37,23.76,7.42
趋势回踩_20x_5%_1R_8H,20,0.0500,1.0,8.0,216,40.28,-41.08,41.92,0.56,6.02,-7.25,12,0,79,-22.37,23.76,7.42
趋势回踩_10x_25%_1.5R_24H,10,0.2500,1.5,24.0,135,41.48,-46.67,52.65,0.78,29.37,-26.72,10,0,50,-5.82,37.45,50.86
趋势突破_20x_8%_1.5R_12H,20,0.0800,1.5,12.0,78,41.03,-27.67,30.90,0.66,16.85,-17.74,8,1,26,-10.21,22.22,20.01
动量突破_15x_5%_2.5R_不限时,15,0.0500,2.5,,81,25.93,-34.52,39.94,0.66,32.41,-17.10,16,0,30,-25.97,35.23,36.66
摸底摸顶_15x_25%_3R_不限时,15,0.2500,3.0,,26,19.23,-44.68,45.66,0.46,75.95,-39.36,8,0,13,-26.52,27.82,113.69
趋势突破_10x_20%_3R_24H,10,0.2000,3.0,24.0,66,45.45,-39.80,43.19,0.67,26.50,-33.13,7,0,23,-17.63,37.36,44.96
趋势回踩_15x_12%_3R_12H,15,0.1200,3.0,12.0,180,43.33,-42.22,47.17,0.73,14.76,-15.43,9,0,67,-17.62,27.47,20.33
摸底摸顶_50x_5%_1.2R_4H,50,0.0500,1.2,4.0,29,31.03,-16.01,17.11,0.51,18.59,-16.37,6,2,13,-4.78,9.05,14.10
趋势突破_20x_8%_2R_12H,20,0.0800,2.0,12.0,77,40.26,-28.16,31.17,0.65,17.08,-17.63,8,1,26,-10.21,22.22,20.01
趋势回踩_10x_25%_2R_4H,10,0.2500,2.0,4.0,278,39.93,-57.76,60.57,0.61,8.23,-8.93,14,0,104,0.91,21.51,18.52
摸底摸顶_30x_15%_1R_不限时,30,0.1500,1.0,,27,37.04,-38.36,38.36,0.54,45.20,-49.16,4,0,13,-27.79,34.19,53.53
摸底摸顶_30x_15%_2R_24H,30,0.1500,2.0,24.0,27,29.63,-35.25,38.58,0.61,68.78,-47.51,10,0,13,-31.20,38.58,77.59
摸底摸顶_30x_25%_1.2R_12H,30,0.2500,1.2,12.0,28,42.86,-40.37,40.37,0.60,50.22,-62.90,3,0,13,-24.31,36.73,67.31
趋势回踩_20x_8%_0.8R_24H,20,0.0800,0.8,24.0,144,46.53,-41.58,43.57,0.72,16.32,-19.60,9,0,53,-19.50,30.63,21.06
摸底摸顶_15x_25%_2R_不限时,15,0.2500,2.0,,26,23.08,-39.39,39.39,0.53,73.73,-41.81,6,0,13,-32.68,32.68,73.80
动量突破_10x_20%_2R_4H,10,0.2000,2.0,4.0,160,41.25,-29.00,38.24,0.76,14.20,-13.06,11,0,55,-29.72,34.58,14.35
趋势回踩_15x_15%_2R_12H,15,0.1500,2.0,12.0,181,43.65,-40.95,51.19,0.79,19.42,-19.06,9,0,68,-14.09,32.20,27.01
趋势突破_15x_10%_1R_12H,15,0.1000,1.0,12.0,85,37.65,-27.35,29.92,0.70,19.91,-17.18,8,1,28,-8.85,28.87,31.57
趋势突破_20x_8%_2.5R_12H,20,0.0800,2.5,12.0,77,40.26,-28.71,31.71,0.64,16.72,-17.51,8,1,26,-10.21,22.22,20.01
趋势突破_20x_8%_3R_12H,20,0.0800,3.0,12.0,77,40.26,-28.71,31.71,0.64,16.72,-17.51,8,1,26,-10.21,22.22,20.01
趋势回踩_20x_15%_3R_24H,20,0.1500,3.0,24.0,135,40.74,-36.99,55.80,0.87,45.94,-36.21,10,0,50,-10.71,43.38,62.09
趋势回踩_15x_20%_3R_24H,15,0.2000,3.0,24.0,135,40.74,-36.99,55.80,0.87,45.94,-36.21,10,0,50,-10.71,43.38,62.09
趋势突破_20x_10%_0.8R_4H,20,0.1000,0.8,4.0,99,39.39,-19.36,25.13,0.79,18.33,-15.14,10,1,32,-20.65,25.13,19.73
摸底摸顶_30x_15%_1R_24H,30,0.1500,1.0,24.0,27,37.04,-35.60,36.52,0.55,43.54,-46.55,8,0,13,-30.34,36.52,43.87
动量突破_10x_20%_2.5R_4H,10,0.2000,2.5,4.0,159,40.88,-30.27,37.64,0.75,13.89,-12.82,11,0,55,-29.72,34.58,14.35
动量突破_10x_10%_1.5R_8H,10,0.1000,1.5,8.0,154,37.66,-42.08,42.74,0.47,6.37,-8.23,10,0,52,-21.17,26.15,9.64
动量突破_20x_5%_1.5R_8H,20,0.0500,1.5,8.0,154,37.66,-42.08,42.74,0.47,6.37,-8.23,10,0,52,-21.17,26.15,9.64
趋势突破_15x_8%_0.8R_12H,15,0.0800,0.8,12.0,88,38.64,-27.87,28.49,0.63,14.10,-14.04,8,1,29,-12.16,23.89,20.99
动量突破_10x_20%_3R_4H,10,0.2000,3.0,4.0,158,41.14,-30.57,37.90,0.74,13.65,-12.82,11,0,55,-29.72,34.58,14.35
摸底摸顶_30x_25%_3R_8H,30,0.2500,3.0,8.0,28,46.43,-40.55,41.29,0.61,48.15,-68.76,4,0,13,-23.97,37.72,70.88
趋势回踩_10x_15%_1R_不限时,10,0.1500,1.0,,94,44.68,-46.60,51.16,0.67,22.62,-27.23,7,0,37,-15.94,25.67,31.23
动量突破_10x_8%_1.2R_24H,10,0.0800,1.2,24.0,134,41.04,-33.36,35.89,0.66,11.99,-12.57,7,0,45,-28.28,35.89,15.34
趋势突破_20x_10%_1.5R_4H,20,0.1000,1.5,4.0,92,40.22,-18.83,26.66,0.78,17.66,-15.30,10,1,32,-20.65,25.13,19.73
趋势突破_10x_25%_2.5R_24H,10,0.2500,2.5,24.0,66,45.45,-42.01,45.96,0.72,35.49,-41.25,7,0,23,-13.18,44.56,77.01
摸底摸顶_20x_25%_1.2R_24H,20,0.2500,1.2,24.0,27,37.04,-34.06,39.03,0.62,55.83,-52.88,8,0,13,-31.05,39.03,59.15
趋势突破_15x_15%_2R_24H,15,0.1500,2.0,24.0,66,45.45,-41.26,44.92,0.69,30.79,-37.12,7,0,23,-15.98,41.05,59.13
摸底摸顶_30x_15%_2.5R_24H,30,0.1500,2.5,24.0,27,29.63,-37.90,38.38,0.56,60.76,-45.53,10,0,13,-30.29,38.25,82.38
趋势回踩_15x_12%_0.8R_12H,15,0.1200,0.8,12.0,188,46.81,-38.28,43.62,0.78,15.44,-17.41,9,0,70,-23.01,31.75,18.26
趋势回踩_20x_12%_1.5R_4H,20,0.1200,1.5,4.0,278,39.93,-58.12,60.52,0.59,7.68,-8.58,14,0,104,-1.74,20.74,16.94
摸底摸顶_50x_5%_1R_4H,50,0.0500,1.0,4.0,29,31.03,-17.44,18.27,0.46,16.74,-16.25,6,2,13,-5.07,9.05,13.37
动量突破_10x_10%_1.5R_不限时,10,0.1000,1.5,,103,37.86,-33.80,42.40,0.78,30.12,-23.64,11,0,35,-25.17,38.75,37.25
动量突破_10x_20%_1.5R_4H,10,0.2000,1.5,4.0,161,40.99,-30.86,38.84,0.74,13.58,-12.68,11,0,55,-29.72,34.58,14.35
趋势突破_20x_10%_1.2R_4H,20,0.1000,1.2,4.0,93,39.78,-19.72,26.66,0.76,17.33,-14.97,10,1,32,-20.65,25.13,19.73
摸底摸顶_20x_20%_0.8R_24H,20,0.2000,0.8,24.0,27,37.04,-37.59,37.59,0.45,30.74,-40.20,8,0,13,-29.26,33.79,30.63
趋势回踩_10x_20%_2.5R_12H,10,0.2000,2.5,12.0,180,43.33,-42.93,48.27,0.76,17.00,-17.21,9,0,67,-18.83,29.42,22.71
趋势回踩_20x_10%_2.5R_12H,20,0.1000,2.5,12.0,180,43.33,-42.93,48.27,0.76,17.00,-17.21,9,0,67,-18.83,29.42,22.71
趋势回踩_20x_12%_1.2R_4H,20,0.1200,1.2,4.0,278,39.93,-58.82,61.28,0.59,7.48,-8.49,14,0,104,-1.41,20.74,17.09
趋势回踩_15x_15%_1R_4H,15,0.1500,1.0,4.0,278,39.93,-58.03,59.80,0.57,6.97,-8.11,14,0,104,-3.77,19.56,15.24
趋势突破_20x_5%_1R_8H,20,0.0500,1.0,8.0,91,36.26,-30.00,30.00,0.46,7.62,-9.51,11,1,31,-13.45,18.48,11.44
趋势突破_10x_20%_0.8R_12H,10,0.2000,0.8,12.0,88,38.64,-42.50,43.22,0.63,21.34,-21.31,8,0,29,-19.18,36.07,35.38
趋势回踩_15x_10%_1.5R_不限时,15,0.1000,1.5,,80,37.50,-33.53,38.47,0.77,38.16,-29.60,7,1,32,-8.19,22.55,51.42
趋势突破_10x_25%_1R_12H,10,0.2500,1.0,12.0,85,37.65,-42.55,45.85,0.69,29.74,-25.99,8,0,28,-14.53,42.83,54.28
趋势回踩_15x_12%_1R_12H,15,0.1200,1.0,12.0,183,45.36,-42.50,45.11,0.74,14.71,-16.46,9,0,68,-22.51,28.08,17.45
趋势突破_20x_10%_2R_4H,20,0.1000,2.0,4.0,91,39.56,-21.05,26.66,0.74,16.94,-14.91,10,1,32,-20.65,25.13,19.73
趋势突破_20x_10%_2.5R_4H,20,0.1000,2.5,4.0,91,39.56,-21.05,26.66,0.74,16.94,-14.91,10,1,32,-20.65,25.13,19.73
趋势突破_20x_10%_3R_4H,20,0.1000,3.0,4.0,91,39.56,-21.05,26.66,0.74,16.94,-14.91,10,1,32,-20.65,25.13,19.73
趋势突破_15x_10%_1R_不限时,15,0.1000,1.0,,64,48.44,-13.29,28.93,0.91,43.91,-45.28,4,2,22,6.32,28.93,71.68
趋势回踩_10x_15%_1.2R_不限时,10,0.1500,1.2,,82,39.02,-46.72,48.57,0.65,27.64,-27.03,7,0,32,-19.18,28.08,38.75
摸底摸顶_30x_15%_1.5R_24H,30,0.1500,1.5,24.0,27,29.63,-38.33,39.39,0.56,61.49,-46.06,10,0,13,-30.39,39.39,87.21
动量突破_10x_10%_1R_12H,10,0.1000,1.0,12.0,153,35.95,-39.00,40.44,0.61,11.10,-10.21,11,0,50,-24.65,33.01,17.14
动量突破_10x_10%_0.8R_8H,10,0.1000,0.8,8.0,163,37.42,-42.43,43.01,0.50,6.95,-8.31,10,0,55,-23.74,26.29,8.63
趋势突破_10x_25%_2.5R_不限时,10,0.2500,2.5,,36,30.56,-11.88,53.02,0.94,185.42,-86.33,6,0,14,-12.28,53.02,231.92
动量突破_10x_8%_2.5R_24H,10,0.0800,2.5,24.0,122,39.34,-35.31,36.44,0.62,11.89,-12.49,7,0,43,-28.69,35.89,15.25
动量突破_15x_5%_2R_不限时,15,0.0500,2.0,,92,32.61,-21.89,32.49,0.81,30.59,-18.33,11,1,32,-16.04,29.20,38.02
趋势回踩_15x_10%_3R_不限时,15,0.1000,3.0,,52,25.00,-30.37,41.88,0.74,67.33,-30.23,8,1,19,-4.05,36.95,94.05
趋势突破_10x_20%_1.5R_8H,10,0.2000,1.5,8.0,89,37.08,-46.48,46.48,0.49,13.35,-16.17,11,0,30,-18.32,28.97,22.69
趋势突破_20x_10%_1.5R_8H,20,0.1000,1.5,8.0,89,37.08,-46.48,46.48,0.49,13.35,-16.17,11,0,30,-18.32,28.97,22.69
动量突破_10x_8%_2.5R_不限时,10,0.0800,2.5,,81,25.93,-36.48,42.03,0.66,34.23,-18.06,16,0,30,-27.51,37.12,38.77
趋势回踩_15x_15%_0.8R_4H,15,0.1500,0.8,4.0,280,40.00,-56.46,58.48,0.60,7.63,-8.45,14,0,104,-7.93,19.56,13.89
摸底摸顶_30x_20%_0.8R_12H,30,0.2000,0.8,12.0,28,42.86,-42.25,42.25,0.46,30.02,-48.92,3,0,13,-25.39,32.33,37.87
动量突破_15x_15%_1.2R_4H,15,0.1500,1.2,4.0,165,40.61,-28.85,38.14,0.80,17.11,-14.64,11,0,55,-32.87,38.05,15.86
