策略,杠杆,保证金比例,交易数,多单,空单,胜率,全年收益,最终权益,最大回撤,月内最大回撤,PF,平均单笔,平均盈利,平均亏损,最大单笔盈利,最大单笔亏损,最大连亏,强平,样本外交易,样本外收益,样本外回撤,样本外PF,平均持仓小时
1H趋势回踩_EMA34_150_S1.6_10x_20%_T3_无固定止盈_168H,10,0.20,158,70,88,26.58%,-36.33%,636.72,48.18%,22.30%,0.80,-2.30,34.01,-15.45,165.61,-58.88,11,0,63,-15.46%,31.08%,0.82,17.68
1H趋势回踩_EMA34_150_S1.6_10x_20%_T3_无固定止盈_336H,10,0.20,158,70,88,26.58%,-36.33%,636.72,48.18%,22.30%,0.80,-2.30,34.01,-15.45,165.61,-58.88,11,0,63,-15.46%,31.08%,0.82,17.68
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_8x_20%_T2.4_无固定止盈_168H,8,0.20,40,18,22,30.00%,-32.90%,671.00,34.72%,12.92%,0.57,-8.22,36.23,-27.28,127.99,-68.34,12,0,15,-21.38%,31.15%,0.44,42.08
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_10x_15%_T2.4_无固定止盈_96H,10,0.15,125,61,64,38.40%,-33.01%,669.87,35.80%,13.97%,0.70,-2.64,15.94,-14.23,136.87,-43.93,16,0,41,-18.02%,33.01%,0.65,12.96
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_10x_15%_T2.4_无固定止盈_168H,10,0.15,125,61,64,38.40%,-33.01%,669.87,35.80%,13.97%,0.70,-2.64,15.94,-14.23,136.87,-43.93,16,0,41,-18.02%,33.01%,0.65,12.96
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_10x_15%_T2.4_无固定止盈_336H,10,0.15,125,61,64,38.40%,-33.01%,669.87,35.80%,13.97%,0.70,-2.64,15.94,-14.23,136.87,-43.93,16,0,41,-18.02%,33.01%,0.65,12.96
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_8x_20%_T3_无固定止盈_168H,8,0.20,43,19,24,44.19%,-8.51%,914.86,44.07%,18.97%,0.93,-1.98,62.27,-52.85,170.31,-107.69,9,0,17,-25.37%,44.07%,0.55,66.09
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_8x_15%_T2.4_3.0R_336H,8,0.15,51,24,27,29.41%,-24.76%,752.36,32.85%,13.75%,0.69,-4.86,37.11,-22.34,111.82,-71.67,16,0,19,-23.87%,31.21%,0.34,51.09
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_5x_20%_T2.4_3.0R_96H,5,0.20,71,32,39,33.80%,-34.66%,653.37,35.71%,14.09%,0.59,-4.88,20.54,-17.86,90.30,-46.64,7,0,25,-24.28%,30.74%,0.39,42.96
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_10x_10%_T2.4_3.0R_96H,10,0.10,71,32,39,33.80%,-34.66%,653.37,35.71%,14.09%,0.59,-4.88,20.54,-17.86,90.30,-46.64,7,0,25,-24.28%,30.74%,0.39,42.96
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_10x_20%_T3_3.0R_336H,10,0.20,43,20,23,39.53%,4.00%,1040.04,52.47%,28.14%,1.02,0.93,117.81,-75.49,534.23,-260.45,9,0,17,-22.92%,52.47%,0.74,78.54
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_10x_15%_T2.4_无固定止盈_336H,10,0.15,40,18,22,27.50%,-35.41%,645.95,37.05%,12.15%,0.49,-8.85,30.93,-23.94,113.73,-60.24,12,0,15,-20.11%,29.49%,0.44,43.59
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_10x_20%_T3_无固定止盈_336H,10,0.20,39,18,21,41.03%,-0.10%,998.98,45.96%,28.14%,1.00,-0.03,95.56,-66.52,317.05,-191.58,8,0,16,-28.66%,45.96%,0.54,83.80
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_8x_15%_T3_3.0R_336H,8,0.15,57,27,30,35.09%,-19.19%,808.10,42.50%,21.01%,0.84,-3.37,50.76,-32.62,227.09,-99.78,9,0,22,-21.29%,42.50%,0.64,74.01
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_8x_20%_T2.4_无固定止盈_96H,8,0.20,54,24,30,37.04%,-23.25%,767.48,38.67%,18.02%,0.79,-4.31,43.33,-32.33,157.37,-103.67,7,0,20,-26.86%,36.34%,0.43,44.15
1H唐奇安趋势_L96_EMA200_ADX20_S2.4_8x_20%_T3_无固定止盈_168H,8,0.20,108,52,56,34.26%,-23.75%,762.53,37.40%,14.73%,0.81,-2.20,27.48,-17.67,209.92,-55.45,13,0,38,-22.11%,37.40%,0.61,19.77
1H唐奇安趋势_L96_EMA200_ADX20_S2.4_8x_20%_T3_无固定止盈_336H,8,0.20,108,52,56,34.26%,-23.75%,762.53,37.40%,14.73%,0.81,-2.20,27.48,-17.67,209.92,-55.45,13,0,38,-22.11%,37.40%,0.61,19.77
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_10x_15%_T3_3.0R_96H,10,0.15,66,30,36,36.36%,-26.91%,730.91,41.83%,22.62%,0.80,-4.08,46.18,-32.80,156.75,-84.41,8,0,24,-19.40%,41.83%,0.72,53.41
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_5x_20%_T2.4_3.0R_96H,5,0.20,132,65,67,36.36%,-30.73%,692.70,33.52%,12.10%,0.64,-2.33,11.53,-10.25,83.47,-29.95,19,0,47,-19.63%,30.94%,0.56,13.38
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_5x_20%_T2.4_3.0R_168H,5,0.20,132,65,67,36.36%,-30.73%,692.70,33.52%,12.10%,0.64,-2.33,11.53,-10.25,83.47,-29.95,19,0,47,-19.63%,30.94%,0.56,13.38
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_5x_20%_T2.4_3.0R_336H,5,0.20,132,65,67,36.36%,-30.73%,692.70,33.52%,12.10%,0.64,-2.33,11.53,-10.25,83.47,-29.95,19,0,47,-19.63%,30.94%,0.56,13.38
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_10x_10%_T2.4_3.0R_96H,10,0.10,132,65,67,36.36%,-30.73%,692.70,33.52%,12.10%,0.64,-2.33,11.53,-10.25,83.47,-29.95,19,0,47,-19.63%,30.94%,0.56,13.38
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_10x_10%_T2.4_3.0R_168H,10,0.10,132,65,67,36.36%,-30.73%,692.70,33.52%,12.10%,0.64,-2.33,11.53,-10.25,83.47,-29.95,19,0,47,-19.63%,30.94%,0.56,13.38
1H唐奇安趋势_L72_EMA150_ADX24_S2.4_10x_10%_T2.4_3.0R_336H,10,0.10,132,65,67,36.36%,-30.73%,692.70,33.52%,12.10%,0.64,-2.33,11.53,-10.25,83.47,-29.95,19,0,47,-19.63%,30.94%,0.56,13.38
1H唐奇安趋势_L96_EMA200_ADX20_S2.4_8x_20%_T3_无固定止盈_96H,8,0.20,109,53,56,33.94%,-24.14%,758.59,37.40%,14.73%,0.81,-2.21,27.59,-17.53,208.83,-55.16,13,0,38,-22.11%,37.40%,0.61,19.07
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_5x_20%_T2.4_3.0R_168H,5,0.20,53,24,29,30.19%,-27.16%,728.42,34.07%,9.90%,0.63,-5.12,29.26,-19.99,98.84,-47.89,15,0,20,-23.86%,30.08%,0.31,45.33
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_10x_10%_T2.4_3.0R_168H,10,0.10,53,24,29,30.19%,-27.16%,728.42,34.07%,9.90%,0.63,-5.12,29.26,-19.99,98.84,-47.89,15,0,20,-23.86%,30.08%,0.31,45.33
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_5x_20%_T2.4_3.0R_168H,5,0.20,60,28,32,31.67%,-27.11%,728.90,33.65%,11.30%,0.65,-4.52,26.45,-18.87,91.33,-55.31,14,0,23,-24.61%,30.77%,0.33,50.25
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_10x_10%_T2.4_3.0R_168H,10,0.10,60,28,32,31.67%,-27.11%,728.90,33.65%,11.30%,0.65,-4.52,26.45,-18.87,91.33,-55.31,14,0,23,-24.61%,30.77%,0.33,50.25
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_8x_15%_T3_无固定止盈_168H,8,0.15,102,51,51,35.29%,-25.10%,749.01,35.26%,13.86%,0.74,-2.46,19.84,-14.62,157.07,-40.91,13,0,38,-23.70%,35.26%,0.52,20.02
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_8x_15%_T3_无固定止盈_336H,8,0.15,102,51,51,35.29%,-25.10%,749.01,35.26%,13.86%,0.74,-2.46,19.84,-14.62,157.07,-40.91,13,0,38,-23.70%,35.26%,0.52,20.02
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_8x_20%_T2.4_无固定止盈_96H,8,0.20,52,24,28,34.62%,-24.88%,751.25,37.58%,18.02%,0.76,-4.78,43.96,-30.59,152.29,-100.32,8,0,19,-26.02%,35.21%,0.42,43.98
4H唐奇安趋势_L40_EMA180_ADX18_S2.4_8x_15%_T2.4_无固定止盈_336H,8,0.15,51,24,27,29.41%,-26.30%,737.02,32.85%,13.75%,0.67,-5.16,35.30,-22.01,109.12,-70.21,16,0,19,-23.87%,31.21%,0.34,51.06
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_8x_15%_T3_无固定止盈_96H,8,0.15,103,52,51,34.95%,-25.39%,746.13,35.26%,13.86%,0.74,-2.46,19.95,-14.51,156.47,-40.76,13,0,38,-23.70%,35.26%,0.52,19.28
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_8x_15%_T3_3.0R_168H,8,0.15,107,54,53,36.45%,-23.68%,763.15,35.26%,13.86%,0.77,-2.21,20.48,-15.23,117.12,-42.32,13,0,39,-24.83%,35.26%,0.49,19.29
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_8x_15%_T3_3.0R_336H,8,0.15,107,54,53,36.45%,-23.68%,763.15,35.26%,13.86%,0.77,-2.21,20.48,-15.23,117.12,-42.32,13,0,39,-24.83%,35.26%,0.49,19.29
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_10x_20%_T3_3.0R_168H,10,0.20,145,69,76,37.24%,-27.30%,727.05,37.80%,26.03%,0.86,-1.88,30.94,-21.36,172.91,-64.25,18,0,50,-17.95%,37.69%,0.80,17.60
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_10x_20%_T3_3.0R_336H,10,0.20,145,69,76,37.24%,-27.30%,727.05,37.80%,26.03%,0.86,-1.88,30.94,-21.36,172.91,-64.25,18,0,50,-17.95%,37.69%,0.80,17.60
1H唐奇安趋势_L96_EMA200_ADX24_S2.4_8x_15%_T3_3.0R_96H,8,0.15,108,55,53,36.11%,-23.98%,760.22,35.26%,13.86%,0.77,-2.22,20.57,-15.10,116.67,-42.15,13,0,39,-24.83%,35.26%,0.49,18.59
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_8x_15%_T3_无固定止盈_96H,8,0.15,64,29,35,34.38%,-29.28%,707.22,40.27%,18.47%,0.72,-4.57,33.98,-24.77,103.32,-63.39,8,0,23,-23.35%,34.97%,0.53,53.68
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_8x_15%_T2.4_3.0R_336H,8,0.15,53,24,29,32.08%,-24.44%,755.59,34.21%,13.75%,0.71,-4.61,35.17,-23.40,114.62,-73.47,14,0,20,-25.41%,32.60%,0.34,51.31
4H唐奇安趋势_L40_EMA120_ADX22_S2.4_10x_20%_T2.4_3.0R_336H,10,0.20,44,19,25,34.09%,-21.79%,782.14,40.06%,15.96%,0.81,-4.95,61.90,-39.53,201.52,-112.44,11,0,16,-25.18%,36.42%,0.46,51.32
1H唐奇安趋势_L48_EMA200_ADX20_S2.4_10x_20%_T3_3.0R_96H,10,0.20,146,70,76,36.99%,-27.77%,722.31,37.80%,26.03%,0.86,-1.90,30.95,-21.19,171.78,-63.83,18,0,50,-17.95%,37.69%,0.80,17.09
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_5x_20%_T2.4_无固定止盈_96H,5,0.20,71,32,39,33.80%,-36.50%,635.04,36.74%,14.09%,0.56,-5.14,19.09,-17.51,79.46,-45.34,7,0,25,-24.28%,30.74%,0.39,42.99
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_10x_10%_T2.4_无固定止盈_96H,10,0.10,71,32,39,33.80%,-36.50%,635.04,36.74%,14.09%,0.56,-5.14,19.09,-17.51,79.46,-45.34,7,0,25,-24.28%,30.74%,0.39,42.99
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_15%_T3_无固定止盈_168H,8,0.15,103,51,52,34.95%,-27.02%,729.79,35.26%,13.86%,0.72,-2.62,19.41,-14.46,153.04,-39.86,13,0,38,-23.70%,35.26%,0.52,20.00
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_15%_T3_无固定止盈_336H,8,0.15,103,51,52,34.95%,-27.02%,729.79,35.26%,13.86%,0.72,-2.62,19.41,-14.46,153.04,-39.86,13,0,38,-23.70%,35.26%,0.52,20.00
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_20%_T3_无固定止盈_168H,8,0.20,109,52,57,33.94%,-26.36%,736.44,37.40%,14.73%,0.79,-2.42,26.69,-17.37,202.74,-53.55,13,0,38,-22.11%,37.40%,0.61,19.75
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_20%_T3_无固定止盈_336H,8,0.20,109,52,57,33.94%,-26.36%,736.44,37.40%,14.73%,0.79,-2.42,26.69,-17.37,202.74,-53.55,13,0,38,-22.11%,37.40%,0.61,19.75
1H唐奇安趋势_L96_EMA200_ADX20_S2.4_8x_20%_T3_3.0R_168H,8,0.20,113,55,58,35.40%,-23.68%,763.17,37.40%,14.73%,0.82,-2.10,27.31,-18.21,154.24,-56.51,13,0,39,-23.51%,37.40%,0.58,19.09
1H唐奇安趋势_L96_EMA200_ADX20_S2.4_8x_20%_T3_3.0R_336H,8,0.20,113,55,58,35.40%,-23.68%,763.17,37.40%,14.73%,0.82,-2.10,27.31,-18.21,154.24,-56.51,13,0,39,-23.51%,37.40%,0.58,19.09
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_5x_20%_T2.4_无固定止盈_168H,5,0.20,53,24,29,30.19%,-29.20%,707.99,34.07%,9.90%,0.60,-5.51,26.98,-19.56,87.42,-46.55,15,0,20,-23.86%,30.08%,0.31,45.37
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_10x_10%_T2.4_无固定止盈_168H,10,0.10,53,24,29,30.19%,-29.20%,707.99,34.07%,9.90%,0.60,-5.51,26.98,-19.56,87.42,-46.55,15,0,20,-23.86%,30.08%,0.31,45.37
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_5x_20%_T2.4_无固定止盈_168H,5,0.20,60,28,32,31.67%,-29.15%,708.45,33.65%,11.30%,0.62,-4.86,24.55,-18.49,88.35,-53.75,14,0,23,-24.61%,30.77%,0.33,50.27
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_10x_10%_T2.4_无固定止盈_168H,10,0.10,60,28,32,31.67%,-29.15%,708.45,33.65%,11.30%,0.62,-4.86,24.55,-18.49,88.35,-53.75,14,0,23,-24.61%,30.77%,0.33,50.27
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_15%_T3_无固定止盈_96H,8,0.15,104,52,52,34.62%,-27.30%,726.98,35.26%,13.86%,0.72,-2.63,19.52,-14.35,152.45,-39.71,13,0,38,-23.70%,35.26%,0.52,19.26
1H唐奇安趋势_L96_EMA200_ADX20_S2.4_8x_20%_T2.4_无固定止盈_96H,8,0.20,124,61,63,38.71%,-32.64%,673.56,35.93%,14.84%,0.72,-2.63,17.35,-15.25,149.18,-48.05,16,0,41,-19.22%,34.80%,0.65,12.93
1H唐奇安趋势_L96_EMA200_ADX20_S2.4_8x_20%_T2.4_无固定止盈_168H,8,0.20,124,61,63,38.71%,-32.64%,673.56,35.93%,14.84%,0.72,-2.63,17.35,-15.25,149.18,-48.05,16,0,41,-19.22%,34.80%,0.65,12.93
1H唐奇安趋势_L96_EMA200_ADX20_S2.4_8x_20%_T2.4_无固定止盈_336H,8,0.20,124,61,63,38.71%,-32.64%,673.56,35.93%,14.84%,0.72,-2.63,17.35,-15.25,149.18,-48.05,16,0,41,-19.22%,34.80%,0.65,12.93
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_20%_T3_无固定止盈_96H,8,0.20,110,53,57,33.64%,-26.74%,732.63,37.40%,14.73%,0.79,-2.43,26.79,-17.24,201.69,-53.27,13,0,38,-22.11%,37.40%,0.61,19.06
4H唐奇安趋势_L60_EMA120_ADX22_S2.4_8x_20%_T2.4_3.0R_336H,8,0.20,42,18,24,28.57%,-39.11%,608.92,39.11%,12.92%,0.49,-9.31,30.73,-25.33,114.39,-61.08,10,0,15,-20.17%,30.09%,0.46,42.88
1H唐奇安趋势_L96_EMA200_ADX20_S2.4_8x_20%_T3_3.0R_96H,8,0.20,114,56,58,35.09%,-24.08%,759.23,37.40%,14.73%,0.82,-2.11,27.39,-18.06,153.44,-56.22,13,0,39,-23.51%,37.40%,0.58,18.43
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_15%_T3_3.0R_168H,8,0.15,108,54,54,36.11%,-25.64%,743.57,35.26%,13.86%,0.75,-2.37,20.04,-15.04,114.12,-41.23,13,0,39,-24.83%,35.26%,0.49,19.27
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_15%_T3_3.0R_336H,8,0.15,108,54,54,36.11%,-25.64%,743.57,35.26%,13.86%,0.75,-2.37,20.04,-15.04,114.12,-41.23,13,0,39,-24.83%,35.26%,0.49,19.27
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_5x_20%_T2.4_无固定止盈_96H,5,0.20,129,64,65,36.43%,-30.61%,693.92,33.54%,12.10%,0.63,-2.37,11.33,-10.23,97.03,-30.61,19,0,46,-21.22%,30.94%,0.51,13.54
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_5x_20%_T2.4_无固定止盈_168H,5,0.20,129,64,65,36.43%,-30.61%,693.92,33.54%,12.10%,0.63,-2.37,11.33,-10.23,97.03,-30.61,19,0,46,-21.22%,30.94%,0.51,13.54
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_5x_20%_T2.4_无固定止盈_336H,5,0.20,129,64,65,36.43%,-30.61%,693.92,33.54%,12.10%,0.63,-2.37,11.33,-10.23,97.03,-30.61,19,0,46,-21.22%,30.94%,0.51,13.54
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_10x_10%_T2.4_无固定止盈_96H,10,0.10,129,64,65,36.43%,-30.61%,693.92,33.54%,12.10%,0.63,-2.37,11.33,-10.23,97.03,-30.61,19,0,46,-21.22%,30.94%,0.51,13.54
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_10x_10%_T2.4_无固定止盈_168H,10,0.10,129,64,65,36.43%,-30.61%,693.92,33.54%,12.10%,0.63,-2.37,11.33,-10.23,97.03,-30.61,19,0,46,-21.22%,30.94%,0.51,13.54
1H唐奇安趋势_L72_EMA200_ADX24_S2.4_10x_10%_T2.4_无固定止盈_336H,10,0.10,129,64,65,36.43%,-30.61%,693.92,33.54%,12.10%,0.63,-2.37,11.33,-10.23,97.03,-30.61,19,0,46,-21.22%,30.94%,0.51,13.54
4H唐奇安趋势_L40_EMA120_ADX18_S2.4_8x_15%_T2.4_无固定止盈_336H,8,0.15,53,24,29,32.08%,-25.98%,740.19,34.21%,13.75%,0.69,-4.90,33.53,-23.05,111.85,-71.97,14,0,20,-25.41%,32.60%,0.34,51.28
1H唐奇安趋势_L96_EMA150_ADX24_S2.4_8x_15%_T3_3.0R_96H,8,0.15,109,55,54,35.78%,-25.93%,740.71,35.26%,13.86%,0.75,-2.38,20.13,-14.92,113.68,-41.07,13,0,39,-24.83%,35.26%,0.49,18.58
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_5x_20%_T2.4_3.0R_336H,5,0.20,53,24,29,28.30%,-30.29%,697.09,34.07%,9.90%,0.58,-5.72,27.85,-18.97,97.49,-45.83,15,0,20,-23.86%,30.08%,0.31,46.48
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_10x_10%_T2.4_3.0R_336H,10,0.10,53,24,29,28.30%,-30.29%,697.09,34.07%,9.90%,0.58,-5.72,27.85,-18.97,97.49,-45.83,15,0,20,-23.86%,30.08%,0.31,46.48
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_5x_20%_T2.4_3.0R_336H,5,0.20,60,28,32,30.00%,-30.25%,697.55,33.65%,11.30%,0.60,-5.04,25.12,-17.97,90.09,-52.93,14,0,23,-24.61%,30.77%,0.33,51.25
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_10x_10%_T2.4_3.0R_336H,10,0.10,60,28,32,30.00%,-30.25%,697.55,33.65%,11.30%,0.60,-5.04,25.12,-17.97,90.09,-52.93,14,0,23,-24.61%,30.77%,0.33,51.25
4H唐奇安趋势_L60_EMA180_ADX22_S2.4_8x_20%_T2.4_3.0R_336H,8,0.20,40,18,22,27.50%,-35.55%,644.51,37.29%,12.92%,0.53,-8.89,35.78,-25.83,122.94,-65.64,12,0,15,-21.38%,31.15%,0.44,43.55
1H唐奇安趋势_L48_EMA150_ADX20_S2.4_10x_20%_T2.4_无固定止盈_96H,10,0.20,159,77,82,40.88%,-38.37%,616.35,45.26%,22.84%,0.76,-2.41,19.18,-17.34,165.60,-54.09,12,0,53,-14.37%,36.91%,0.83,12.37
1H唐奇安趋势_L48_EMA150_ADX20_S2.4_10x_20%_T2.4_无固定止盈_168H,10,0.20,159,77,82,40.88%,-38.37%,616.35,45.26%,22.84%,0.76,-2.41,19.18,-17.34,165.60,-54.09,12,0,53,-14.37%,36.91%,0.83,12.37
1H唐奇安趋势_L48_EMA150_ADX20_S2.4_10x_20%_T2.4_无固定止盈_336H,10,0.20,159,77,82,40.88%,-38.37%,616.35,45.26%,22.84%,0.76,-2.41,19.18,-17.34,165.60,-54.09,12,0,53,-14.37%,36.91%,0.83,12.37
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_20%_T3_无固定止盈_168H,8,0.20,126,60,66,37.30%,-28.95%,710.46,36.25%,22.47%,0.80,-2.30,24.49,-18.23,192.05,-50.90,18,0,47,-19.82%,36.25%,0.74,18.73
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_20%_T3_无固定止盈_336H,8,0.20,126,60,66,37.30%,-28.95%,710.46,36.25%,22.47%,0.80,-2.30,24.49,-18.23,192.05,-50.90,18,0,47,-19.82%,36.25%,0.74,18.73
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_8x_20%_T3_无固定止盈_96H,8,0.20,127,61,66,37.01%,-29.32%,706.79,36.25%,22.47%,0.80,-2.31,24.56,-18.09,191.06,-50.64,18,0,47,-19.82%,36.25%,0.74,18.13
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_10x_15%_T3_3.0R_168H,10,0.15,52,24,28,40.38%,-7.28%,927.18,48.11%,21.08%,0.95,-1.40,69.42,-49.37,349.69,-159.96,9,0,21,-24.66%,48.11%,0.66,71.10
4H唐奇安趋势_L20_EMA120_ADX18_S2.4_8x_15%_T3_无固定止盈_336H,8,0.15,53,25,28,35.85%,-21.86%,781.40,42.19%,21.01%,0.79,-4.12,42.55,-30.21,157.92,-74.71,9,0,21,-25.70%,38.03%,0.45,77.59
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_10x_15%_T3_3.0R_336H,10,0.15,46,21,25,39.13%,-14.05%,859.51,47.19%,25.27%,0.89,-3.05,64.64,-46.57,312.07,-142.75,10,0,18,-21.74%,47.19%,0.69,69.63
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_10x_15%_T3_3.0R_168H,10,0.15,133,64,69,37.59%,-27.85%,721.49,35.13%,21.21%,0.81,-2.09,23.99,-17.81,133.43,-48.71,18,0,49,-22.04%,35.13%,0.69,17.87
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_10x_15%_T3_3.0R_336H,10,0.15,133,64,69,37.59%,-27.85%,721.49,35.13%,21.21%,0.81,-2.09,23.99,-17.81,133.43,-48.71,18,0,49,-22.04%,35.13%,0.69,17.87
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_10x_15%_T3_无固定止盈_168H,10,0.15,48,22,26,41.67%,-8.04%,919.59,43.71%,20.22%,0.94,-1.68,60.15,-45.84,270.60,-116.99,9,0,20,-29.52%,42.97%,0.46,73.94
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_20%_T3_3.0R_168H,8,0.20,114,55,59,35.09%,-26.29%,737.06,37.40%,14.73%,0.80,-2.31,26.52,-17.89,148.96,-54.58,13,0,39,-23.51%,37.40%,0.58,19.08
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_20%_T3_3.0R_336H,8,0.20,114,55,59,35.09%,-26.29%,737.06,37.40%,14.73%,0.80,-2.31,26.52,-17.89,148.96,-54.58,13,0,39,-23.51%,37.40%,0.58,19.08
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_8x_20%_T2.4_3.0R_96H,8,0.20,139,69,70,38.85%,-29.06%,709.37,37.29%,19.23%,0.78,-2.09,19.32,-15.69,137.92,-50.53,19,0,48,-18.49%,36.80%,0.70,13.21
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_8x_20%_T2.4_3.0R_168H,8,0.20,139,69,70,38.85%,-29.06%,709.37,37.29%,19.23%,0.78,-2.09,19.32,-15.69,137.92,-50.53,19,0,48,-18.49%,36.80%,0.70,13.21
1H唐奇安趋势_L72_EMA200_ADX20_S2.4_8x_20%_T2.4_3.0R_336H,8,0.20,139,69,70,38.85%,-29.06%,709.37,37.29%,19.23%,0.78,-2.09,19.32,-15.69,137.92,-50.53,19,0,48,-18.49%,36.80%,0.70,13.21
1H唐奇安趋势_L48_EMA150_ADX24_S2.4_10x_15%_T3_3.0R_96H,10,0.15,134,65,69,37.31%,-28.20%,718.01,35.13%,21.21%,0.81,-2.10,24.05,-17.67,132.79,-48.48,18,0,49,-22.04%,35.13%,0.69,17.31
1H唐奇安趋势_L96_EMA150_ADX20_S2.4_8x_20%_T3_3.0R_96H,8,0.20,115,56,59,34.78%,-26.68%,733.25,37.40%,14.73%,0.80,-2.32,26.61,-17.75,148.19,-54.29,13,0,39,-23.51%,37.40%,0.58,18.42
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_5x_20%_T2.4_无固定止盈_336H,5,0.20,53,24,29,28.30%,-32.25%,677.53,34.07%,9.90%,0.54,-6.08,25.52,-18.56,85.78,-44.55,15,0,20,-23.86%,30.08%,0.31,46.51
4H唐奇安趋势_L20_EMA120_ADX22_S2.4_10x_10%_T2.4_无固定止盈_336H,10,0.10,53,24,29,28.30%,-32.25%,677.53,34.07%,9.90%,0.54,-6.08,25.52,-18.56,85.78,-44.55,15,0,20,-23.86%,30.08%,0.31,46.51
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_5x_20%_T2.4_无固定止盈_336H,5,0.20,60,28,32,30.00%,-32.20%,677.98,33.65%,11.30%,0.56,-5.37,23.21,-17.61,84.55,-51.44,14,0,23,-24.61%,30.77%,0.33,51.28
4H唐奇安趋势_L20_EMA180_ADX18_S2.4_10x_10%_T2.4_无固定止盈_336H,10,0.10,60,28,32,30.00%,-32.20%,677.98,33.65%,11.30%,0.56,-5.37,23.21,-17.61,84.55,-51.44,14,0,23,-24.61%,30.77%,0.33,51.28
1H唐奇安趋势_L72_EMA150_ADX20_S2.4_8x_20%_T2.4_3.0R_96H,8,0.20,140,69,71,38.57%,-29.86%,701.35,37.41%,19.23%,0.77,-2.13,19.04,-15.43,136.36,-49.96,19,0,48,-18.49%,36.80%,0.70,13.18
